mac,brand
D8-08-31,Samsung Electronics Ltd
94-41-C1,Mini-Cam Limited
50-4E-DC,Ping Communication
08-67-4E,Hisense broadband multimedia technology Ltd
50-0F-80,Cisco Systems Inc.
10-F1-F2,LG Electronics (Mobile Communications)
8C-68-C8,ZTE Corporation
EC-82-63,ZTE Corporation
68-3C-7D,Magic Intelligence Technology Limited
0C-1C-20,Kakao Corp
24-F5-A2,Belkin International Inc.
74-BB-D3,Shenzhen xeme Communication Ltd
94-28-2E,New H3C Technologies Ltd
98-F5-A9,Ohsung
D8-9E-F3,Dell Inc.
38-4F-49,Juniper Networks
4C-BD-8F,Hangzhou Hikvision Digital Technology Ltd
EC-EB-B8,Hewlett Packard Enterprise
6C-B7-49,Huawei Technologies Ltd
98-9C-57,Huawei Technologies Ltd
18-52-82,Fiberhome Telecommunication Technologies Ltd
8C-3C-4A,NAKAYO Inc
70-86-C1,Texas Instruments
F4-D7-B2,LGS Innovations LLC
00-15-2A,Nokia Corporation
9C-4A-7B,Nokia Corporation
D8-61-62,Wistron Neweb Corporation
28-84-0E,silicon valley immigration service
2C-D2-E7,Nokia Corporation
38-6E-A2,Vivo Mobile Communication Ltd
98-2D-68,Samsung Electronics Ltd
BC-2E-48,ARRIS Group Inc.
60-8C-E6,ARRIS Group Inc.
08-00-70,Mitsubishi Precision Ltd
44-4A-B0,Zhejiang Moorgen Intelligence Technology Ltd
DC-6A-EA,Infinix mobility limited
C4-21-C8,Kyocera Corporation
80-73-9F,Kyocera Corporation
70-58-12,Panasonic Corporation AVC Networks Company
04-20-9A,Panasonic Corporation AVC Networks Company
34-00-8A,IEEE Registration Authority
A4-11-15,Robert Bosch Engineering and Business Solutions pvt Ltd
40-D6-3C,Equitech Industrial(DongGuan) Ltd
F4-F3-AA,JBL GmbH & Co. KG
90-50-CA,Hitron Technologies Inc.
40-99-22,Azurewave Technologies Inc.
C0-6D-1A,Tianjin Henxinhuifeng Technology Ltd
10-7B-44,ASUSTek Computer Inc.
84-25-3F,silex technology Inc.
00-08-C9,TechniSat Digital GmbH Daun
D8-B1-2A,Panasonic Mobile Communications Ltd
B0-19-C6,Apple
38-66-F0,Apple
00-80-09,Jupiter Systems Inc.
00-C0-64,General Datacomm LLC
E8-68-19,Huawei Technologies Ltd
1C-AB-34,New H3C Technologies Ltd
3C-78-43,Huawei Technologies Ltd
5C-09-79,Huawei Technologies Ltd
E4-FB-5D,Huawei Technologies Ltd
00-01-CC,Japan Total Design Communication Ltd
00-30-C8,GAD Line Ltd
00-16-E0,3Com Corporation
D8-DE-CE,Isung Ltd
70-3E-AC,Apple
00-11-C0,Aday Technology Inc
00-05-F1,Vrcom Inc.
AC-51-2C,Infinix mobility limited
30-99-35,ZTE Corporation
0C-72-D9,ZTE Corporation
10-62-D0,Technicolor CH USA Inc.
50-64-2B,XIAOMI Electronics Ltd
28-40-1A,C8 MediSensors Inc.
30-C0-1B,Shenzhen Jingxun Software Telecommunication Technology Ltd
88-86-C2,STABILO International GmbH
08-A8-A1,Cyclotronics Power Concepts Inc.
F4-B5-20,Biostar Microtech international Corp.
CC-2F-71,Intel Corporation
00-1C-C5,3Com Corporation
88-7A-31,Velankani Electronics Pvt Ltd
8C-0F-6F,Pegatron Corporation
8C-25-05,Huawei Technologies Ltd
8C-3B-AD,Netgear
64-CF-D9,Texas Instruments
74-7D-24,Phicomm (Shanghai) Ltd
D0-94-66,Dell Inc.
38-E5-95,Shenzhen Gongjin Electronics Ltd
BC-96-80,Shenzhen Gongjin Electronics Ltd
A4-7B-9D,Espressif Inc.
B8-F8-BE,Bluecom
00-24-82,Ruckus Wireless
68-92-34,Ruckus Wireless
50-A7-33,Ruckus Wireless
2C-5D-93,Ruckus Wireless
38-FF-36,Ruckus Wireless
84-18-3A,Ruckus Wireless
24-C9-A1,Ruckus Wireless
7C-2E-DD,Samsung Electronics Ltd
3C-F7-A4,Samsung Electronics Ltd
10-30-34,Cara Systems
00-00-FE,Annapolis Micro Systems Inc.
00-D0-1F,Senetas Corporation Ltd
64-47-E0,Feitian Technologies Ltd
B4-4F-96,Zhejiang Xinzailing Technology Ltd
4C-65-A8,IEEE Registration Authority
B0-DF-C1,Tenda Technology LtdDongguan branch
9C-6F-52,ZTE Corporation
E8-6D-65,AUDIO MOBIL Elektronik GmbH
70-6E-6D,Cisco Systems Inc.
60-47-62,Beijing Sensoro Technology Ltd
BC-1C-81,Sichuan iLink Technology Ltd
90-0A-1A,Taicang T&W Electronics
50-6E-92,Innocent Technology Ltd
30-FE-31,Nokia
98-F2-B3,Hewlett Packard Enterprise
C4-57-1F,June Life Inc
88-6A-E3,Alpha Networks Inc.
1C-4D-70,Intel Corporation
D8-22-F4,Avnet Silica
34-8F-27,Ruckus Wireless
2C-9E-EC,Jabil Circuit Penang
00-1C-FA,Alarm.com
60-31-3B,Sunnovo International Limited
6C-B2-27,Sony Video & Sound Products Inc.
98-6F-60,Guangdong Oppo Mobile Telecommunications Corp Ltd
00-0C-AB,Commend International GmbH
74-54-27,Shenzhen Fast Technologies Ltd
60-72-0B,BLU Products Inc
30-89-76,Dalian Lamba Technology Ltd
2C-26-17,Oculus VR LLC
34-D9-54,WiBotic Inc.
48-57-DD,Facebook Inc
48-7D-2E,TP-Link Technologies Ltd
B0-DA-F9,ARRIS Group Inc.
18-35-D1,ARRIS Group Inc.
C0-A5-DD,Shenzhen Mercury Communication Technologies Ltd
48-8D-36,Arcadyan Corporation
BC-D7-13,Owl Labs
E8-E1-E1,Gemtek Technology Ltd
28-07-0D,Guangzhou Winsound Information Technology Ltd
00-A3-D1,Cisco Systems Inc.
FC-4D-8C,Shenzhen Pante Electronics Technology Ltd
FC-06-ED,M2Motive Technology Inc.
F0-D4-F6,Lars Thrane A/S
F4-A9-97,Canon Inc.
64-DF-E9,Ateme
10-C6-FC,Garmin International
AC-22-05,Compal Broadband Networks Inc.
80-A0-36,Shanghai MXCHIP Information Technology Ltd
F0-74-85,NGD Systems Inc.
40-5C-FD,Dell Inc.
20-F4-52,Shanghai IUV Software Development Ltd
50-9A-4C,Dell Inc.
A0-09-4C,CenturyLink
B4-39-34,Pen Generations Inc.
74-26-AC,Cisco Systems Inc.
B0-26-28,Broadcom Limited
98-74-DA,Infinix mobility limited
40-B4-F0,Juniper Networks
14-3F-27,Noccela Oy
10-58-87,Fiberhome Telecommunication Technologies Ltd
70-4C-A5,Fortinet Inc.
9C-06-1B,Hangzhou H3C Technologies Ltd
50-33-8B,Texas Instruments
E8-DE-8E,Integrated Device Technology (Malaysia) Sdn. Bhd.
D8-D8-66,Shenzhen Tozed Technologies Ltd
D8-C0-6A,Hunantv.com Interactive Entertainment Media Ltd
AC-20-2E,Hitron Technologies Inc.
1C-5A-0B,Tegile Systems
04-6E-02,OpenRTLS Group
90-0E-83,Monico Monitoring Inc.
60-14-66,ZTE Corporation
68-54-ED,Alcatel-Lucent
68-02-35,Konten Networks Inc.
38-AC-3D,Nephos Inc
E0-37-BF,Wistron Neweb Corporation
E8-13-67,AIRSOUND Inc.
00-11-92,Cisco Systems Inc.
38-F1-35,SensorTec-Canada
AC-74-09,Hangzhou H3C Technologies Ltd
C4-9D-ED,Microsoft Corporation
98-A4-0E,Snap Inc.
F4-03-43,Hewlett Packard Enterprise
F0-93-C5,Garland Technology
98-10-E8,Apple
C0-D0-12,Apple
BC-A9-20,Apple
48-A1-95,Apple
F8-03-77,Apple
F4-96-34,Intel Corporation
10-7D-1A,Dell Inc.
70-AF-24,TP Vision Belgium NV
A4-11-63,IEEE Registration Authority
C4-D1-97,Ventia Utility Services
2C-86-D2,Cisco Systems Inc.
7C-E9-7C,Itel Mobile Limited
80-58-F8,Motorola Mobility LLC, a Lenovo Company
DC-A4-CA,Apple
8C-8F-E9,Apple
70-AF-25,Nishiyama Industry Ltd
E8-D1-1B,Askey Computer Corp
98-00-C1,GuangZhou CREATOR Technology Ltd(CHINA)
54-E1-AD,LCFC(HeFei) Electronics Technology Ltd
98-D3-D2,MEKRA Lang GmbH & Co. KG
0C-5F-35,Niagara Video Corporation
F8-A3-4F,ZTE Corporation
00-19-12,Welcat Inc
8C-78-D7,Shenzhen Fast Technologies Ltd
B8-EA-AA,ICG NETWORKS Ltd
B8-F8-83,TP-Link Technologies Ltd
DC-FE-18,TP-Link Technologies Ltd
70-4F-57,TP-Link Technologies Ltd
B0-C4-6C,Senseit
00-02-A1,World Wide Packets
00-E0-22,Analog Devices Inc.
14-B7-F8,Technicolor CH USA Inc.
90-3D-6B,Zicon Technology Corp.
B0-40-89,Senient Systems Ltd
54-25-EA,Huawei Technologies Ltd
3C-7F-6F,Telechips Inc.
5C-BA-37,Microsoft Corporation
00-C0-C6,Personal Media Corp.
28-FE-CD,Lemobile Information Technology (Beijing) Ltd
C8-94-BB,Huawei Technologies Ltd
10-B1-F8,Huawei Technologies Ltd
08-9E-08,Google Inc.
00-21-0D,Samsin Innotec
C8-73-24, Sow Cheng Technology Ltd
00-1F-16,Wistron Corporation
00-26-2D,Wistron Corporation
04-95-E6,Tenda Technology LtdDongguan branch
50-E6-66,Shenzhen Techtion Electronics Ltd
00-16-D3,Wistron Corporation
4C-4E-03,TCT mobile Ltd
90-17-11,Hagenuk Marinekommunikation GmbH
00-10-DE,International Datacasting Corporation
C0-D9-F7,ShanDong Domor Intelligent S&T Ltd
00-60-8B,ConferTech International
70-2D-84,i4C Innovations
2C-20-0B,Apple
88-66-A5,Apple
00-02-77,Cash Systemes Industrie
CC-A2-19,Shenzhen Along Investment Ltd
4C-1A-3A,PRIMA Research And Production Enterprise Ltd
14-B3-1F,Dell Inc.
AC-C1-EE,Xiaomi Communications Ltd
54-19-C8,Vivo Mobile Communication Ltd
B0-B9-8A,Netgear
80-5A-04,LG Electronics (Mobile Communications)
8C-A5-A1,Oregano Systems - Design & Consulting GmbH
B8-EC-A3,ZyXEL Communications Corp
BC-83-85,Microsoft Corporation
00-14-38,Hewlett Packard Enterprise
E4-B0-05,Beijing IQIYI Science & Technology Ltd
00-00-48,Seiko Epson Corporation
B0-E8-92,Seiko Epson Corporation
AC-18-26,Seiko Epson Corporation
A4-EE-57,Seiko Epson Corporation
9C-AE-D3,Seiko Epson Corporation
70-7C-69,Avaya Inc
50-0B-91,IEEE Registration Authority
F8-46-1C,Sony Interactive Entertainment Inc.
70-4D-7B,ASUSTek Computer Inc.
64-A6-8F,Zhongshan Readboy Electronics Ltd
38-BC-01,Huawei Technologies Ltd
34-1E-6B,Huawei Technologies Ltd
88-66-39,Huawei Technologies Ltd
00-42-5A,Cisco Systems Inc.
18-DB-F2,Dell Inc.
18-F8-7A,i3 International Inc.
4C-26-E7,Welgate Ltd
00-60-41,Yokogawa Digital Computer Corporation
C8-16-A5,Masimo Corporation
0C-02-27,Technicolor CH USA Inc.
4C-11-BF,Zhejiang Dahua Technology Ltd
2C-59-8A,LG Electronics (Mobile Communications)
B0-52-16,Hon Hai Precision Ind Ltd
A0-E4-CB,ZyXEL Communications Corp
28-4E-D7,OutSmart Power Systems Inc.
14-A7-8B,Zhejiang Dahua Technology Ltd
A0-B8-F8,Amgen U.S.A Inc.
88-44-77,Huawei Technologies Ltd
14-9D-09,Huawei Technologies Ltd
68-69-75,Angler Labs Inc
20-D2-5F,SmartCap Technologies
E4-7D-BD,Samsung Electronics Ltd
9C-FB-D5,Vivo Mobile Communication Ltd
18-F7-6B,Zhejiang Winsight Technology Ltd
58-31-12,Drust
9C-83-BF,PRO-VISION Inc.
78-EF-4C,Unetconvergence Ltd
58-69-6C,Ruijie Networks Ltd
48-D3-43,ARRIS Group Inc.
00-C0-5A,Semaphore Communications Corp.
00-07-F9,Sensaphone
00-1C-B3,Apple
40-71-83,Juniper Networks
C8-1B-5C,BCTech
5C-E3-0E,ARRIS Group Inc.
1C-C0-E1,IEEE Registration Authority
00-1A-39,Merten GmbH&CoKG
FC-EC-DA,Ubiquiti Networks Inc.
00-B0-E1,Cisco Systems Inc.
00-50-93,Boeing
90-5C-44,Compal Broadband Networks Inc.
E0-7C-13,ZTE Corporation
F4-1F-88,ZTE Corporation
14-ED-BB,2Wire Inc.
18-E2-9F,Vivo Mobile Communication Ltd
28-EE-52,TP-Link Technologies Ltd
68-72-51,Ubiquiti Networks Inc.
B4-FB-E4,Ubiquiti Networks Inc.
70-79-90,Huawei Technologies Ltd
A0-4E-01,CENTRAL ENGINEERING Ltd
28-CA-09,ThyssenKrupp Elevators (Shanghai) Ltd
84-25-19,Samsung Electronics
5C-24-43,O-Sung Telecom Ltd
24-92-0E,Samsung Electronics Ltd
FC-42-03,Samsung Electronics Ltd
A0-10-81,Samsung Electronics Ltd
3C-8B-CD,Alcatel-Lucent Shanghai Bell Ltd
4C-F9-5D,Huawei Technologies Ltd
84-21-F1,Huawei Technologies Ltd
00-F2-2C,Shanghai B-star Technology Ltd
00-05-EE,Vanderbilt International (SWE) AB
F0-79-60,Apple
A0-D7-95,Apple
00-90-E7,Horsch Elektronik AG
E4-3E-D7,Arcadyan Corporation
54-54-CF,Probedigital Ltd
F8-63-3F,Intel Corporation
08-86-20,Tecno Mobile Limited
F0-D5-BF,Intel Corporation
64-74-F6,Shooter Detection Systems
98-13-33,ZTE Corporation
20-47-ED,BSkyB Ltd
74-8A-69,Korea Image Technology Ltd
BC-47-60,Samsung Electronics Ltd
04-18-0F,Samsung Electronics Ltd
20-13-E0,Samsung Electronics Ltd
00-25-66,Samsung Electronics Ltd
D0-DB-32,Nokia Corporation
E8-00-36,Befs Ltd
C0-9F-05,Guangdong Oppo Mobile Telecommunications Corp Ltd
5C-49-79,AVM Audiovisuelles Marketing und Computersysteme GmbH
C0-F9-45,Toshiba Toko Meter Systems Ltd
70-F8-E7,IEEE Registration Authority
D4-2C-44,Cisco Systems Inc.
84-3D-C6,Cisco Systems Inc.
00-24-85,ConteXtream Ltd
28-FC-F6,Shenzhen Xin KingBrand enterprises Ltd
00-1F-58,EMH Energiemesstechnik GmbH
68-94-23,Hon Hai Precision Ind Ltd
84-4B-F5,Hon Hai Precision Ind Ltd
08-ED-B9,Hon Hai Precision Ind Ltd
3C-77-E6,Hon Hai Precision Ind Ltd
70-18-8B,Hon Hai Precision Ind Ltd
5C-6D-20,Hon Hai Precision Ind Ltd
5C-AC-4C,Hon Hai Precision Ind Ltd
00-16-DF,Lundinova AB
00-1D-0C,MobileCompia
B8-8E-DF,Zencheer Communication Technology Ltd
DC-71-44,Samsung Electro Mechanics Ltd
98-0C-82,Samsung Electro Mechanics Ltd
A0-0B-BA,Samsung Electro Mechanics Ltd
60-6B-BD,Samsung Electronics Ltd
00-21-4C,Samsung Electronics Ltd
08-C6-B3,Qtech LLC
00-18-AF,Samsung Electronics Ltd
00-1E-E1,Samsung Electronics Ltd
00-16-6B,Samsung Electronics Ltd
00-00-F0,Samsung Electronics Ltd
8C-C8-CD,Samsung Electronics Ltd
A8-F2-74,Samsung Electronics Ltd
D4-87-D8,Samsung Electronics Ltd
18-46-17,Samsung Electronics Ltd
38-0A-94,Samsung Electronics Ltd
D0-DF-C7,Samsung Electronics Ltd
D0-C1-B1,Samsung Electronics Ltd
80-18-A7,Samsung Electronics Ltd
F4-7B-5E,Samsung Electronics Ltd
70-F9-27,Samsung Electronics Ltd
34-E7-1C,Shenzhen YOUHUA Technology Ltd
88-6A-B1,Vivo Mobile Communication Ltd
6C-1E-90,Hansol Technics Ltd
00-5A-13,Huawei Technologies Ltd
C4-50-06,Samsung Electronics Ltd
88-32-9B,Samsung Electro-Mechanics(Thailand)
14-49-E0,Samsung Electro-Mechanics(Thailand)
D0-25-44,Samsung Electro-Mechanics(Thailand)
BC-44-86,Samsung Electronics Ltd
20-D3-90,Samsung Electronics Ltd
94-01-C2,Samsung Electronics Ltd
50-FC-9F,Samsung Electronics Ltd
38-0B-40,Samsung Electronics Ltd
B8-FF-61,Apple
94-61-24,Pason Systems
F0-72-8C,Samsung Electronics Ltd
34-AA-8B,Samsung Electronics Ltd
24-DB-ED,Samsung Electronics Ltd
C8-DE-51, IntegraOptics
98-F0-58,Lynxspring Inc.l.
68-C4-4D,Motorola Mobility LLC, a Lenovo Company
40-0D-10,ARRIS Group Inc.
94-3D-C9,Asahi Net Inc.
44-04-44,Guangdong Oppo Mobile Telecommunications Corp Ltd
00-17-7E,Meshcom Technologies Inc.
A0-04-60,Netgear
98-84-E3,Texas Instruments
38-D2-69,Texas Instruments
C8-FD-19,Texas Instruments
50-8C-B1,Texas Instruments
C4-F5-A5,Kumalift Ltd
70-B1-4E,ARRIS Group Inc.
30-44-87,Hefei Radio Communication Technology Ltd
2C-9D-1E,Huawei Technologies Ltd
00-81-C4,Cisco Systems Inc.
58-E8-76,IEEE Registration Authority
D0-37-42,Yulong Computer Telecommunication Scientific (Shenzhen) Ltd
00-17-65,Nortel Networks
00-15-E8,Nortel Networks
00-15-9B,Nortel Networks
00-0F-06,Nortel Networks
84-B5-41,Samsung Electronics Ltd
00-6F-64,Samsung Electronics Ltd
DC-66-72,Samsung Electronics Ltd
EC-8E-B5,Hewlett-Packard Company
70-AF-6A,Shenzhen Fenglian Technology Ltd
20-F5-43,Hui Zhou Gaoshengda Technology Ltd
E0-DD-C0,Vivo Mobile Communication Ltd
00-16-4D,Alcatel-Lucent IPD
00-1A-F0,Alcatel-Lucent IPD
38-52-1A,Nokia
00-1E-40,Shanghai DareGlobal Technologies Ltd
94-D7-23,Shanghai DareGlobal Technologies Ltd
C4-04-7B,Shenzhen YOUHUA Technology Ltd
20-F4-1B,Shenzhen Bilian electronic Ltd
FC-FA-F7,Shanghai Baud Data Communication Ltd
D8-26-B9,Guangdong Coagent Electronics S&T Ltd
AC-9C-E4,Alcatel-Lucent Shanghai Bell Ltd
00-23-3E,Alcatel-Lucent IPD
6C-BE-E9,Alcatel-Lucent IPD
00-15-40,Nortel Networks
00-1E-CA,Nortel Networks
00-13-0A,Nortel Networks
00-1F-0A,Nortel Networks
F8-E6-1A,Samsung Electronics Ltd
A0-91-C8,ZTE Corporation
6C-A8-58,Fiberhome Telecommunication Technologies Ltd
CC-2D-8C,LG Electronics Inc
98-D6-F7,LG Electronics (Mobile Communications)
70-05-14,LG Electronics (Mobile Communications)
E8-92-A4,LG Electronics (Mobile Communications)
10-68-3F,LG Electronics (Mobile Communications)
40-B0-FA,LG Electronics (Mobile Communications)
00-25-E5,LG Electronics (Mobile Communications)
00-21-FB,LG Electronics (Mobile Communications)
34-FC-EF,LG Electronics (Mobile Communications)
BC-F5-AC,LG Electronics (Mobile Communications)
A8-4E-3F,Hitron Technologies Inc.
0C-48-85,LG Electronics (Mobile Communications)
00-22-A9,LG Electronics (Mobile Communications)
2C-6A-6F,IEEE Registration Authority
08-D8-33,Shenzhen RF Technology Ltd
A4-60-32,MRV Communications (Networks) Ltd
40-66-7A,mediola - Connected living AG
68-A0-F6,Huawei Technologies Ltd
00-0E-5C,ARRIS Group Inc.
84-5D-D7,Shenzhen Netcom Electronics Ltd
00-B0-64,Cisco Systems Inc.
9C-2A-83,Samsung Electronics Ltd
C8-02-10,LG Innotek
A0-39-F7,LG Electronics (Mobile Communications)
1C-CA-E3,IEEE Registration Authority
E4-95-6E,IEEE Registration Authority
B4-37-D1,IEEE Registration Authority
00-55-DA,IEEE Registration Authority
78-C2-C0,IEEE Registration Authority
00-0E-E8,Zioncom Electronics (Shenzhen) Ltd
00-C0-95,ZNYX Networks Inc.
00-20-25,Control Technology Inc.
00-1A-6B,Universal Global Scientific Industrial Ltd
00-16-41,Universal Global Scientific Industrial Ltd
00-10-C6,Universal Global Scientific Industrial Ltd
00-24-7E,Universal Global Scientific Industrial Ltd
00-DD-0A,Ungermann-Bass Inc.
68-35-63,Shenzhen Liown Electronics Ltd
00-40-72,Applied Innovation Inc.
00-19-38,UMB Communications Ltd
44-39-C4,Universal Global Scientific Industrial Ltd
40-2C-F4,Universal Global Scientific Industrial Ltd
00-1E-37,Universal Global Scientific Industrial Ltd
1C-57-D8,Kraftway Corporation PLC
00-23-18,Toshiba
B8-6B-23,Toshiba
00-08-F1,Voltaire
00-19-9D,Vizio Inc.
00-E0-8B,QLogic Corporation
D8-EB-97,TRENDnet Inc.
00-1C-7E,Toshiba
00-25-17,Venntis LLC
00-60-0F,Westell Technologies Inc.
00-18-3A,Westell Technologies Inc.
60-02-B4,Wistron Neweb Corporation
94-DF-4E,Wistron InfoComm(Kunshan) Ltd
98-EE-CB,Wistron Infocomm (Zhongshan) Corporation
00-1B-FE,Zavio Inc.
54-10-EC,Microchip Technology Inc.
00-04-A3,Microchip Technology Inc.
78-9C-E7,Shenzhen Aikede Technology Ltd
50-9F-3B,OI Electric Ltd
44-6E-E5,Huawei Technologies Ltd
88-F7-C7,Technicolor CH USA Inc.
68-3E-34,MEIZU Technology Ltd
C8-77-8B,Mercury Systems - Trusted Mission Solutions Inc.
00-04-4B,Nvidia
AC-9B-0A,Sony Corporation
10-4F-A8,Sony Corporation
00-0B-6B,Wistron Neweb Corporation
AC-04-0B,Peloton Interactive Inc.
48-FC-B6,Lava International(H.K) Limited
B0-E2-35,Xiaomi Communications Ltd
40-C7-29,Sagemcom Broadband SAS
14-C9-13,LG Electronics
F8-A0-97,ARRIS Group Inc.
FC-23-25,EosTek (Shenzhen) Ltd
FC-3D-93,Longcheer Telecommunication Limited
D8-E0-B8,Bulat LLC
60-31-97,ZyXEL Communications Corp
C0-C9-76,Shenzhen TINNO Mobile Technology Corp.
58-8B-F3,ZyXEL Communications Corp
50-67-F0,ZyXEL Communications Corp
00-13-49,ZyXEL Communications Corp
E0-98-61,Motorola Mobility LLC, a Lenovo Company
9C-8E-CD,Amcrest Technologies
A0-09-ED,Avaya Inc
00-14-B4,General Dynamics United Kingdom Ltd
A0-B4-37, GD Mission Systems
8C-6D-50,Shenzhen MTC Ltd
00-F6-63,Cisco Systems Inc.
A0-60-90,Samsung Electronics Ltd
BC-76-5E,Samsung Electronics Ltd
E0-A8-B8,Le Shi Zhi Xin Electronic Technology (Tianjin) Limited
F4-5B-73,Wanjiaan Interconnected Technology Ltd
B8-81-98,Intel Corporation
B0-D7-CC,Tridonic GmbH & Co KG
2C-DD-A3,Point Grey Research Inc.
00-80-9F,ALE International
48-C6-63,GTO Access Systems LLC
00-5F-86,Cisco Systems Inc.
38-1D-D9,FN-Link Technology Limited
1C-B9-C4,Ruckus Wireless
8C-59-C3,ADB Italia
B8-24-F0,SOYO Technology Development Ltd
D8-5B-2A,Samsung Electronics Ltd
FC-A8-9A,Sunitec Enterprise Ltd
1C-7B-23,Qingdao Hisense Communications Ltd
00-0B-DE,TELDIX GmbH
CC-D3-1E,IEEE Registration Authority
34-B3-54,Huawei Technologies Ltd
1C-6E-76,Quarion Technology Inc
90-C1-C6,Apple
6C-0E-E6,Chengdu Xiyida Electronic Technology Ltd
CC-50-0A,Fiberhome Telecommunication Technologies Ltd
D0-46-DC,Southwest Research Institute
70-A2-B3,Apple
F4-0F-24,Apple
4C-57-CA,Apple
00-07-63,Sunniwell Cyber Tech Ltd
00-62-EC,Cisco Systems Inc.
CC-16-7E,Cisco Systems Inc.
C4-6A-B7,Xiaomi Communications Ltd
00-0A-ED,HARTING Electronics GmbH
24-0A-11,TCT mobile Ltd
D8-E5-6D,TCT mobile Ltd
54-05-93,WOORI ELEC Ltd
C0-2F-F1,Volta Networks
E8-A7-F2,sTraffic
00-1F-20,Logitech Europe SA
74-1F-4A,Hangzhou H3C Technologies Ltd
E4-1D-2D,Mellanox Technologies Inc.
0C-DA-41,Hangzhou H3C Technologies Ltd
74-25-8A,Hangzhou H3C Technologies Ltd
A0-B6-62,Acutvista Innovation Ltd
E4-2F-56,OptoMET GmbH
F8-DA-0C,Hon Hai Precision Ind Ltd
1C-1B-0D,Giga-Byte Technology Ltd
48-E9-F1,Apple
90-38-09,Ericsson AB
00-A0-06,Image Data Processing System Group
C8-3F-26,Microsoft Corporation
34-97-F6,ASUSTek Computer Inc.
50-68-0A,Huawei Technologies Ltd
00-22-38,Logiplus
00-0C-49,Dangaard Telecom Denmark A/S
00-08-B9,Kaonmedia Ltd
60-B3-87,Synergics Technologies GmbH
A4-D8-CA,Hong Kong Water World Technology Co. Limited
80-19-FE,JianLing Technology Ltd
60-B4-F7,Plume Design Inc
48-7A-DA,Hangzhou H3C Technologies Ltd
00-1F-45,Enterasys
00-1E-90,Elitegroup Computer Systems Ltd
00-22-B1,Elbit Systems Ltd
00-00-B4,Edimax Technology Ltd
00-16-8F,GN Netcom A/S
00-0D-87,Elitegroup Computer Systems Ltd
10-78-D2,Elitegroup Computer Systems Ltd
00-21-97,Elitegroup Computer Systems Ltd
E4-F3-F5,Shenzhen Mercury Communication Technologies Ltd
A0-8C-FD,Hewlett-Packard Company
00-0E-03,Emulex Corporation
00-CA-E5,Cisco Systems Inc.
00-42-68,Cisco Systems Inc.
48-83-C7,Sagemcom Broadband SAS
40-16-3B,Samsung Electronics Ltd
44-65-0D,Amazon Technologies Inc.
D4-F2-07,DIAODIAO(Beijing)Technology Ltd
D4-AD-2D,Fiberhome Telecommunication Technologies Ltd
F0-8C-FB,Fiberhome Telecommunication Technologies Ltd
48-55-5F,Fiberhome Telecommunication Technologies Ltd
FC-3F-7C,Huawei Technologies Ltd
38-4C-4F,Huawei Technologies Ltd
0C-BF-3F,Shenzhen Lencotion Technology Ltd
50-FF-99,IEEE Registration Authority
84-E3-23,Green Wave Telecommunication SDN BHD
70-5A-9E,Technicolor CH USA Inc.
04-A3-16,Texas Instruments
14-0C-5B,PLNetworks
00-17-06,Techfaithwireless Communication Technology Limited.
FC-08-4A,Fujitsu Limited
BC-98-89,Fiberhome Telecommunication Technologies Ltd
24-61-5A,China Mobile Group Device Ltd
40-5E-E1,Shenzhen H&T Intelligent Control Ltd
00-25-78,JSC Concern Sozvezdie
30-B4-9E,TP-Link Technologies Ltd
C8-38-70,Samsung Electronics Ltd
1C-55-3A,QianGua Corp.
34-E7-0B,HAN Networks Ltd
00-78-88,Cisco Systems Inc.
90-03-25,Huawei Technologies Ltd
98-E7-F5,Huawei Technologies Ltd
08-5B-DA,CliniCare Ltd
1C-C0-35,Planex Communications Inc.
34-54-3C,Takaoka Toko Ltd
18-66-DA,Dell Inc.
58-32-77,Reliance Communications LLC
24-8A-07,Mellanox Technologies Inc.
9C-9D-5D,Raden Inc
DC-4D-23,MRV Comunications
00-23-B3,Lyyn AB
40-2E-28,MiXTelematics
6C-8F-B5,Microsoft Mobile Oy
00-8E-73,Cisco Systems Inc.
00-15-C1,Sony Interactive Entertainment Inc.
A0-9D-91,SoundBridge
40-B6-88,LEGIC Identsystems AG
9C-D4-8B,Innolux Technology Europe BV
90-A6-2F,Naver
C0-C5-22,ARRIS Group Inc.
1C-9E-46,Apple
C4-E5-10,Mechatro Inc.
18-A6-F7,TP-Link Technologies Ltd
00-35-1A,Cisco Systems Inc.
00-AF-1F,Cisco Systems Inc.
80-38-96,Sharp Corporation
00-60-EC,Hermary Opto Electronics Inc.
C0-CC-F8,Apple
9C-4F-DA,Apple
84-89-AD,Apple
AC-3A-7A,Roku Inc.
B8-3E-59,Roku Inc.
DC-3A-5E,Roku Inc.
00-1A-73,Gemtek Technology Ltd
00-90-4B,Gemtek Technology Ltd
00-1A-7F,GCI Science & Technology Ltd
00-18-0F,Nokia Danmark A/S
C8-97-9F,Nokia Corporation
EC-F3-5B,Nokia Corporation
54-44-08,Nokia Corporation
3C-C2-43,Nokia Corporation
00-21-FC,Nokia Danmark A/S
00-1F-5D,Nokia Danmark A/S
00-1F-01,Nokia Danmark A/S
00-1B-EE,Nokia Danmark A/S
00-19-79,Nokia Danmark A/S
00-25-D0,Nokia Danmark A/S
00-24-D4,Freebox SAS
34-7E-39,Nokia Danmark A/S
00-50-7F,DrayTek Corp.
64-77-91,Samsung Electronics Ltd
